Document,Date,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
23094,09/05/2006,440000,8550001550,Single Family,01/05/2006,400600,0.920496324,478003,1,3742,900,0,1,2,6,1913,0,0,217000,136000,98070,FALSE
23095,08/11/2006,525000,8550002375,Single Family,01/11/2006,421200,0.967830882,542450,1,8914,1660,670,1,1,6,1908,0,0,261000,204000,98070,FALSE
23096,31/07/2009,387000,8555700020,Single Family,01/07/2009,354400,0.814338235,475233,1,5750,2846,0,2.5,4,9,2007,0,1,140000,344000,98042,TRUE
23097,28/05/2008,470000,8555700030,Single Family,01/05/2008,407400,0.936121324,502072,1,5750,3025,0,2,4,9,2007,0,1,150000,277000,98042,TRUE
23098,12/08/2009,385000,8555700050,Single Family,01/08/2009,352600,0.810202206,475190,1,6030,2846,0,2.5,4,9,2008,0,0,150000,284000,98042,TRUE
23099,15/01/2008,482200,8555700070,Single Family,01/01/2008,421900,0.969439338,497401,1,6600,3025,0,2.5,4,9,2008,0,0,150000,251000,98042,TRUE
23100,29/08/2007,495000,8555700090,Single Family,01/08/2007,434600,0.998621324,495683,1,6337,2533,0,3,4,9,2007,0,0,150000,261000,98042,TRUE
23101,12/10/2007,525000,8555700150,Single Family,01/10/2007,431300,0.991038603,529747,1,5733,3167,0,2.5,4,9,2006,0,0,150000,285000,98042,TRUE
23102,07/07/2007,495000,8555700180,Single Family,01/07/2007,434200,0.997702206,496140,1,5727,2687,0,3,4,9,2006,0,0,150000,255000,98042,FALSE
23103,17/06/2008,454950,8555700190,Single Family,01/06/2008,403200,0.926470588,491057,1,5706,2769,0,2.5,4,9,2007,0,1,150000,264000,98042,TRUE
23104,27/03/2009,681000,8556800040,Single Family,01/03/2009,369800,0.849724265,801436,1,14999,2980,0,2.5,3,9,2001,0,0,130000,367000,98022,FALSE
23105,11/07/2013,402000,8556800140,Single Family,01/07/2013,370700,0.851792279,471946,1,15963,2800,0,2.5,4,8,2002,0,0,130000,304000,98022,FALSE
23106,21/05/2008,645000,8556800210,Single Family,01/05/2008,407400,0.936121324,689013,1,13511,3330,0,2.5,3,9,2004,0,0,130000,377000,98022,FALSE
23107,04/01/2010,250000,8557000110,Single Family,01/01/2010,350800,0.806066176,310148,1,9360,1730,0,1.75,3,8,1977,0,0,97000,215000,98055,FALSE
23108,22/06/2007,430000,8558600050,Single Family,01/06/2007,433200,0.995404412,431985,1,7875,2570,1250,2.75,4,7,1977,0,0,97000,214000,98055,FALSE
23111,16/11/2006,349000,8559900025,Single Family,01/11/2006,421200,0.967830882,360600,1,7080,610,0,1,1,6,1926,0,1,232000,93000,98116,FALSE
23112,08/12/2006,699990,8560800010,Single Family,01/12/2006,423400,0.972886029,719498,1,5603,2980,0,2.75,5,9,2006,0,0,242000,505000,98052,TRUE
23113,29/11/2006,725990,8560800020,Single Family,01/11/2006,421200,0.967830882,750121,1,5240,2880,0,2.75,4,9,2006,0,0,242000,495000,98052,TRUE
23114,06/09/2006,719990,8560800030,Single Family,01/09/2006,414800,0.953125,755399,1,6081,2970,0,2.75,5,9,2006,0,0,242000,504000,98052,FALSE
23115,28/09/2006,787990,8560800040,Single Family,01/09/2006,414800,0.953125,826744,1,8513,3220,0,2.75,5,9,2006,0,0,269000,532000,98052,TRUE
23116,17/11/2006,736250,8560800100,Single Family,01/11/2006,421200,0.967830882,760722,1,6684,3100,0,2.5,4,9,2006,0,0,242000,529000,98052,TRUE
23117,14/02/2007,749990,8560800120,Single Family,01/02/2007,427800,0.982996324,762963,1,5300,2980,0,2.5,5,9,2005,0,0,242000,491000,98052,FALSE
23118,04/01/2007,725000,8560800190,Single Family,01/01/2007,425600,0.977941176,741353,1,5876,2980,0,2.5,5,9,2007,0,0,242000,516000,98052,TRUE
23119,08/06/2006,1022030,8561500120,Single Family,01/06/2006,404400,0.929227941,1099870,1,9825,3660,730,3.25,4,10,2005,0,0,421000,667000,98005,FALSE
23120,30/09/2010,218000,8562000010,Single Family,01/09/2010,337200,0.774816176,281357,1,8864,1210,0,1.75,3,7,1985,0,0,86000,115000,98042,FALSE
23121,10/04/2006,267500,8562000080,Single Family,01/04/2006,396500,0.911075368,293609,1,6700,1660,150,2.25,3,7,1984,0,0,86000,142000,98042,FALSE
23122,30/01/2007,314950,8562000080,Single Family,01/01/2007,425600,0.977941176,322054,1,6700,1660,150,2.25,3,7,1984,0,0,86000,142000,98042,FALSE
23123,07/12/2006,370100,8562500060,Single Family,01/12/2006,423400,0.972886029,380415,1,9375,1090,0,1.5,3,7,1963,0,0,262000,129000,98052,FALSE
23124,27/03/2008,350000,8562500300,Single Family,01/03/2008,415100,0.953814338,366948,1,8538,1670,710,1,2,7,1962,0,0,262000,173000,98052,FALSE
23125,18/04/2007,605000,8562500380,Single Family,01/04/2007,430900,0.990119485,611037,1,8451,3080,1540,2.5,4,7,1969,0,1,237000,291000,98052,FALSE
23126,21/07/2008,458000,8562500740,Single Family,01/07/2008,400300,0.919806985,497931,1,7474,2070,0,1.75,4,7,1963,0,0,262000,230000,98052,FALSE
23127,14/09/2011,355000,8562500790,Single Family,01/09/2011,312000,0.716911765,495179,1,7483,1210,0,1.5,3,7,1963,0,0,262000,156000,98052,FALSE
23128,04/12/2007,450000,8562500800,Single Family,01/12/2007,425200,0.977022059,460583,1,7975,1010,0,1.5,3,7,1963,0,0,262000,135000,98052,FALSE
23129,05/02/2009,460000,8562500860,Single Family,01/02/2009,374400,0.860294118,534701,1,7874,1400,0,1.75,3,7,1963,0,0,262000,182000,98052,FALSE
23130,25/04/2008,380200,8562501040,Single Family,01/04/2008,411700,0.946001838,401902,1,7350,1580,620,1.5,4,7,1963,0,0,262000,167000,98052,FALSE
23131,26/05/2006,554750,8562600190,Single Family,01/05/2006,400600,0.920496324,602664,1,8086,1840,0,1.75,3,8,1964,0,0,262000,320000,98052,FALSE
23132,04/06/2009,351000,8562600220,Single Family,01/06/2009,357100,0.820542279,427766,1,7350,2120,1050,1.75,4,8,1964,0,0,262000,225000,98052,FALSE
23133,12/04/2006,375000,8562600260,Single Family,01/04/2006,396500,0.911075368,411602,1,7350,1470,0,1.75,3,8,1963,0,0,262000,217000,98052,FALSE
23134,11/10/2006,478500,8562600310,Single Family,01/10/2006,418300,0.961167279,497832,1,8354,1750,0,1.5,3,7,1966,0,1,237000,263000,98052,FALSE
23135,17/10/2009,399500,8562600310,Single Family,01/10/2009,351200,0.806985294,495052,1,8354,1750,0,1.5,3,7,1966,0,1,237000,263000,98052,FALSE
23136,08/12/2006,400000,8562700290,Single Family,01/12/2006,423400,0.972886029,411148,1,8243,1280,0,1.75,3,7,1966,0,0,262000,145000,98052,FALSE
23137,01/07/2009,374500,8562700300,Single Family,01/07/2009,354400,0.814338235,459883,1,8030,1070,0,1.75,3,7,1966,2014,0,262000,308000,98052,FALSE
23138,06/09/2013,409000,8562700400,Single Family,01/09/2013,377500,0.867417279,471515,1,7587,2130,790,2.5,4,7,1967,0,0,262000,206000,98052,FALSE
23139,27/04/2006,435000,8562700500,Single Family,01/04/2006,396500,0.911075368,477458,1,8164,1640,0,2.5,4,7,1966,0,0,262000,232000,98052,FALSE
23140,31/08/2006,475000,8562700500,Single Family,01/08/2006,411100,0.944623162,502846,1,8164,1640,0,2.5,4,7,1966,0,0,262000,232000,98052,FALSE
23167,12/04/2006,1189900,8562720080,Single Family,01/04/2006,396500,0.911075368,1306039,1,8541,4090,0,3.5,3,11,2006,0,0,234000,854000,98027,TRUE
23168,23/07/2007,1100000,8562720090,Single Family,01/07/2007,434200,0.997702206,1102533,1,6869,3740,0,3.5,5,11,2005,0,0,234000,797000,98027,FALSE
23169,18/10/2006,1110179,8562720190,Single Family,01/10/2006,418300,0.961167279,1155032,1,6545,3771,0,3.25,4,11,2006,0,0,234000,809000,98027,FALSE
23170,25/06/2007,1079900,8562720220,Single Family,01/06/2007,433200,0.995404412,1084886,1,7442,3470,0,3.25,3,11,2007,0,0,234000,795000,98027,TRUE
23171,18/03/2008,1066500,8562720230,Single Family,01/03/2008,415100,0.953814338,1118142,1,7150,3720,0,3.25,4,11,2007,0,0,264000,885000,98027,TRUE
23172,25/02/2008,1189950,8562720250,Single Family,01/02/2008,418400,0.961397059,1237730,1,8293,4840,1230,3.5,5,11,2008,0,0,251000,953000,98027,TRUE
23173,30/11/2009,918000,8562720250,Single Family,01/11/2009,350900,0.806295956,1138540,1,8293,4840,1230,3.5,5,11,2008,0,0,251000,953000,98027,FALSE
23174,16/12/2009,990000,8562720270,Single Family,01/12/2009,350600,0.805606618,1228888,1,8064,4710,1190,4.25,5,11,2008,0,0,270000,990000,98027,TRUE
23175,03/04/2008,1270000,8562720280,Single Family,01/04/2008,411700,0.946001838,1342492,1,6901,4320,1140,4,4,11,2007,0,0,270000,962000,98027,FALSE
23176,15/06/2009,1247000,8562720330,Single Family,01/06/2009,357100,0.820542279,1519727,1,7404,5220,1470,3.5,4,11,2008,0,0,234000,938000,98027,TRUE
23177,06/06/2007,1378950,8562720370,Single Family,01/06/2007,433200,0.995404412,1385316,1,8585,4280,1080,3.25,5,11,2006,0,0,215000,825000,98027,TRUE
23178,02/04/2007,1329000,8562720380,Single Family,01/04/2007,430900,0.990119485,1342262,1,9145,4460,940,4,5,11,2007,0,0,234000,922000,98027,FALSE
23179,22/01/2007,1269000,8562720390,Single Family,01/01/2007,425600,0.977941176,1297624,1,8709,4320,1130,4,4,11,2006,0,0,234000,890000,98027,TRUE
23180,16/05/2006,1268950,8562720410,Single Family,01/05/2006,400600,0.920496324,1378550,1,10576,4610,1300,3.25,5,11,2006,0,0,270000,956000,98027,TRUE
23181,25/09/2006,1270591,8562720420,Single Family,01/09/2006,414800,0.953125,1333079,1,8611,4740,1100,3.5,4,11,2006,0,0,270000,961000,98027,TRUE
23182,01/06/2010,650000,8562740040,Single Family,01/06/2010,345800,0.794577206,818045,1,6346,3330,370,3.5,4,9,2003,0,0,239000,529000,98027,FALSE
23183,12/01/2012,617000,8562740040,Single Family,01/01/2012,311600,0.715992647,861741,1,6346,3330,370,3.5,4,9,2003,0,0,239000,529000,98027,FALSE
23184,18/10/2006,837000,8562740070,Single Family,01/10/2006,418300,0.961167279,870816,1,9720,3290,590,3.25,4,9,2004,0,0,239000,549000,98027,FALSE
23185,24/08/2006,780000,8562740170,Single Family,01/08/2006,411100,0.944623162,825726,1,5916,3100,1260,2.5,4,9,2004,0,0,234000,481000,98027,FALSE
23186,09/06/2006,705000,8562740340,Single Family,01/06/2006,404400,0.929227941,758694,1,5368,2970,0,2.5,4,9,2003,0,0,204000,453000,98027,FALSE
23187,02/10/2006,743050,8562740370,Single Family,01/10/2006,418300,0.961167279,773070,1,6538,2790,0,2.5,4,9,2003,0,0,204000,447000,98027,FALSE
23188,14/01/2011,615000,8562740440,Single Family,01/01/2011,328100,0.75390625,815751,1,5280,3060,850,3.25,5,9,2003,0,0,239000,489000,98027,FALSE
23189,13/08/2012,689950,8562750090,Single Family,01/08/2012,327500,0.752527574,916843,1,6664,4280,1170,3.5,4,9,2003,0,0,215000,509000,98027,FALSE
23190,21/08/2006,586000,8562750250,Single Family,01/08/2006,411100,0.944623162,620353,1,7609,2320,0,2.5,3,8,2003,0,0,209000,356000,98027,FALSE
23191,20/09/2007,649950,8562750460,Single Family,01/09/2007,433500,0.99609375,652499,1,5662,2990,0,2.5,5,8,2003,0,0,209000,403000,98027,FALSE
23192,18/07/2012,540000,8562750460,Single Family,01/07/2012,325300,0.747472426,722435,1,5662,2990,0,2.5,5,8,2003,0,0,209000,403000,98027,FALSE
23193,28/04/2011,515000,8562750500,Single Family,01/04/2011,318700,0.732306985,703257,1,3980,2990,0,2.5,4,8,2003,0,0,204000,398000,98027,FALSE
23194,30/05/2006,605000,8562750560,Single Family,01/05/2006,400600,0.920496324,657254,1,3980,2610,0,2.5,4,8,2005,0,0,204000,376000,98027,FALSE
23195,26/04/2007,609000,8562750570,Single Family,01/04/2007,430900,0.990119485,615077,1,3980,2520,0,2.5,3,8,2005,0,0,204000,371000,98027,FALSE
23196,24/05/2006,659950,8562750590,Single Family,01/05/2006,400600,0.920496324,716950,1,5215,2580,0,2.5,3,8,2004,0,0,209000,378000,98027,FALSE
23197,16/06/2010,495000,8562750590,Single Family,01/06/2010,345800,0.794577206,622973,1,5215,2580,0,2.5,3,8,2004,0,0,209000,378000,98027,FALSE
23198,03/06/2008,630000,8562750710,Single Family,01/06/2008,403200,0.926470588,680000,1,4000,2990,0,2.5,4,8,2004,0,0,204000,400000,98027,FALSE
23199,04/05/2007,657000,8562750730,Single Family,01/05/2007,432100,0.992876838,661713,1,4000,2990,0,2.5,4,8,2004,0,0,204000,400000,98027,FALSE
23200,10/12/2009,570000,8562750900,Single Family,01/12/2009,350600,0.805606618,707541,1,5907,2850,0,2.5,4,9,2005,0,0,215000,446000,98027,FALSE
23201,27/11/2006,635000,8562750940,Single Family,01/11/2006,421200,0.967830882,656106,1,5533,2470,0,2.5,4,9,2005,0,0,228000,440000,98027,FALSE
23202,01/08/2008,672500,8562751190,Single Family,01/08/2008,397900,0.914292279,735542,1,5401,2990,80,2.75,3,9,2004,0,0,215000,447000,98027,FALSE
23264,19/04/2010,650000,8562790730,Single Family,01/04/2010,349100,0.802159926,810312,1,3680,3140,830,3.25,4,10,2009,0,0,222000,585000,98027,TRUE
23271,20/12/2011,520000,8562790980,Single Family,01/12/2011,311900,0.716681985,725566,1,1850,2310,290,2.75,3,10,2011,0,0,212000,510000,98027,TRUE
23272,04/04/2012,499900,8562791010,Single Family,01/04/2012,315200,0.724264706,690217,1,1850,1830,140,2.75,3,10,2011,0,0,212000,478000,98027,FALSE
23273,20/04/2010,405000,8562800300,Single Family,01/04/2010,349100,0.802159926,504887,1,8400,1740,0,1.75,4,8,1970,0,0,336000,198000,98006,FALSE
23274,18/11/2010,685000,8562800450,Single Family,01/11/2010,332700,0.764476103,896038,1,8500,3230,0,4.25,5,8,1972,2008,0,336000,385000,98006,FALSE
23275,11/07/2006,439950,8562890090,Single Family,01/07/2006,407700,0.936810662,469625,1,4000,2830,0,2.5,4,8,2002,0,0,100000,250000,98042,FALSE
23276,24/07/2006,299000,8562890190,Single Family,01/07/2006,407700,0.936810662,319168,1,5740,1660,0,2.25,3,7,2003,0,0,100000,177000,98042,FALSE
23277,09/05/2011,327000,8562890340,Single Family,01/05/2011,316900,0.728170956,449070,1,6243,2410,0,2.5,4,8,2002,0,0,100000,229000,98042,FALSE
23279,26/12/2006,265800,8562900345,Single Family,01/12/2006,423400,0.972886029,273208,1,10376,3070,0,2.5,4,9,2007,0,0,246000,509000,98074,FALSE
23280,12/06/2006,490000,8562900350,Single Family,01/06/2006,404400,0.929227941,527319,1,10460,2040,0,2.25,3,8,1992,0,0,246000,224000,98074,FALSE
23283,23/05/2007,860000,8562900520,Single Family,01/05/2007,432100,0.992876838,866170,1,11928,3840,1300,3.5,5,9,2006,0,0,186000,524000,98074,TRUE
23284,28/01/2010,785000,8562900590,Single Family,01/01/2010,350800,0.806066176,973865,1,11270,3380,1220,3.5,4,10,2007,0,0,210000,516000,98074,TRUE
23286,03/10/2007,459990,8562901060,Single Family,01/10/2007,431300,0.991038603,464149,1,10800,2420,900,2.5,3,7,1985,0,0,244000,200000,98074,FALSE
23290,17/10/2007,470000,8562901860,Single Family,01/10/2007,431300,0.991038603,474250,1,10720,1580,510,2.5,3,8,1981,0,0,208000,199000,98074,FALSE
23293,09/02/2009,540000,8563000590,Single Family,01/02/2009,374400,0.860294118,627692,1,8034,2060,670,2.5,4,7,1976,0,0,410000,165000,98008,FALSE
23294,07/06/2006,610000,8563000730,Single Family,01/06/2006,404400,0.929227941,656459,1,8000,2240,1120,2.5,3,8,1977,0,0,410000,204000,98008,FALSE
23295,13/06/2007,660000,8563000760,Single Family,01/06/2007,433200,0.995404412,663047,1,7289,1950,0,1.75,3,8,1975,0,0,410000,308000,98008,FALSE
23296,10/12/2014,490000,8563000770,Single Family,01/12/2014,413400,0.949908088,515839,1,8433,1510,290,1.75,3,7,1967,0,0,410000,87000,98008,FALSE
23297,19/06/2007,560000,8563001070,Single Family,01/06/2007,433200,0.995404412,562585,1,12377,1660,0,2,4,8,1966,0,0,410000,125000,98008,FALSE
23298,06/09/2006,525000,8563001320,Single Family,01/09/2006,414800,0.953125,550820,1,8262,1640,0,1.75,3,8,1967,0,0,410000,150000,98008,FALSE
23299,15/05/2009,595000,8563001380,Single Family,01/05/2009,360700,0.828814338,717893,1,7845,2700,1100,2.75,4,8,1965,0,0,410000,311000,98008,FALSE
23300,26/07/2006,670000,8563001410,Single Family,01/07/2006,407700,0.936810662,715193,1,7680,2200,0,2.5,6,8,1965,0,0,410000,210000,98008,FALSE
23301,01/10/2012,415000,8563010400,Single Family,01/10/2012,332400,0.763786765,543345,1,8000,1350,0,1.75,3,8,1965,0,0,410000,126000,98008,FALSE
23302,13/06/2013,430000,8563010400,Single Family,01/06/2013,366100,0.841222426,511161,1,8000,1350,0,1.75,3,8,1965,0,0,410000,126000,98008,FALSE
23303,04/02/2015,450000,8563010420,Single Family,01/02/2015,417900,0.960248162,468629,1,8968,1560,0,1.75,3,8,1972,0,0,378000,164000,98008,FALSE
23304,17/11/2006,520000,8563010640,Single Family,01/11/2006,421200,0.967830882,537284,1,14814,2180,740,1.75,4,9,1976,0,0,505000,201000,98008,FALSE
23305,19/07/2006,600000,8563020100,Single Family,01/07/2006,407700,0.936810662,640471,1,7356,2260,330,3.25,4,8,1968,0,0,410000,218000,98052,FALSE
23306,29/05/2013,561000,8563020360,Single Family,01/05/2013,360700,0.828814338,676871,1,11894,2230,0,2.75,4,8,1966,0,0,410000,177000,98052,FALSE
23307,15/11/2011,505000,8563030280,Single Family,01/11/2011,312200,0.717371324,703959,1,8398,2030,0,2.5,3,9,1975,0,0,497000,276000,98008,FALSE
23308,23/07/2007,595000,8563030340,Single Family,01/07/2007,434200,0.997702206,596370,1,7350,2110,0,2.75,4,8,1966,0,0,410000,210000,98008,FALSE
23309,08/09/2009,430000,8563030350,Single Family,01/09/2009,351800,0.808363971,531939,1,9450,1820,0,1.75,3,8,1966,0,0,410000,148000,98008,FALSE
23310,01/08/2006,575000,8563050170,Single Family,01/08/2006,411100,0.944623162,608708,1,8240,2660,830,3,3,8,1977,0,0,410000,269000,98052,FALSE
23311,27/06/2006,532000,8563050390,Single Family,01/06/2006,404400,0.929227941,572518,1,8755,1670,0,2,3,8,1968,0,0,410000,230000,98052,FALSE
23312,21/08/2008,557500,8563050520,Single Family,01/08/2008,397900,0.914292279,609761,1,8240,1670,0,1.75,3,8,1968,0,0,410000,152000,98052,FALSE
23313,16/06/2009,468200,8563060150,Single Family,01/06/2009,357100,0.820542279,570598,1,12004,2120,480,1.75,3,8,1974,0,2,378000,236000,98052,FALSE
23315,23/02/2009,699890,8563070230,Single Family,01/02/2009,374400,0.860294118,813547,1,11745,2960,880,2.75,4,9,1976,0,0,497000,317000,98008,FALSE
23316,09/06/2008,430000,8563300085,Single Family,01/06/2008,403200,0.926470588,464127,1,9800,1530,0,1.75,3,8,1958,0,0,190000,234000,98133,FALSE
23317,28/09/2006,340000,8564500100,Single Family,01/09/2006,414800,0.953125,356721,1,10232,1680,550,1.5,4,7,1962,0,0,207000,225000,98034,FALSE
23318,05/09/2012,310000,8564500310,Single Family,01/09/2012,329600,0.757352941,409320,1,10181,1740,710,1.75,5,7,1961,0,0,207000,186000,98034,FALSE
23319,30/10/2013,399990,8564850020,Single Family,01/10/2013,380400,0.874080882,457612,1,6128,2690,0,2.5,3,8,2013,0,0,153000,308000,98045,FALSE
23321,01/06/2011,539880,8564850140,Single Family,01/06/2011,315500,0.724954044,744709,1,8870,3440,0,3.5,5,9,2011,0,0,153000,418000,98045,TRUE
23322,19/06/2012,520465,8564850200,Single Family,01/06/2012,322000,0.739889706,703436,1,6553,3280,0,2.5,5,9,2012,0,0,153000,406000,98045,TRUE
23326,13/08/2007,546900,8564950360,Single Family,01/08/2007,434600,0.998621324,547655,1,4945,2300,0,2.5,3,8,2004,0,0,175000,310000,98011,FALSE
23327,22/05/2007,499000,8564950550,Single Family,01/05/2007,432100,0.992876838,502580,1,4045,2180,0,3,4,8,2004,0,0,175000,299000,98011,FALSE
23328,28/05/2009,635000,8565000030,Single Family,01/05/2009,360700,0.828814338,766155,1,33460,3450,0,2.5,4,9,1997,0,0,206000,475000,98077,FALSE
23329,17/06/2011,599000,8565900160,Single Family,01/06/2011,315500,0.724954044,826259,1,13406,2340,0,2.25,4,9,1963,0,0,568000,369000,98040,FALSE
23330,25/05/2006,615000,8567450060,Single Family,01/05/2006,400600,0.920496324,668118,1,12831,2800,0,2.5,4,8,2001,0,0,104000,439000,98019,FALSE
23331,06/01/2006,545000,8567450080,Single Family,01/01/2006,383200,0.880514706,618956,1,11612,2755,0,2.5,4,8,2001,0,0,102000,429000,98019,FALSE
23332,03/01/2007,637900,8567450110,Single Family,01/01/2007,425600,0.977941176,652289,1,10200,3130,0,3.5,5,8,2000,0,0,100000,457000,98019,FALSE
23333,01/12/2008,530000,8567450140,Single Family,01/12/2008,381600,0.876838235,604444,1,10189,3100,0,2.5,5,8,2002,0,0,100000,449000,98019,FALSE
23334,03/07/2006,341000,8567650110,Single Family,01/07/2006,407700,0.936810662,364001,1,6757,1970,0,2.5,4,7,1994,0,0,82000,178000,98042,FALSE
23336,28/03/2007,614300,8568010260,Single Family,01/03/2007,429600,0.987132353,622308,1,24947,2610,0,2.5,3,9,1995,0,0,110000,421000,98019,FALSE
23337,30/05/2013,460000,8568010310,Single Family,01/05/2013,360700,0.828814338,555010,1,27566,2300,0,2.5,3,9,1995,0,0,114000,398000,98019,FALSE
23338,10/08/2012,455000,8568020020,Single Family,01/08/2012,327500,0.752527574,604629,1,16309,2590,0,2.5,4,9,1996,0,0,110000,425000,98019,FALSE
23339,26/06/2006,609995,8568020040,Single Family,01/06/2006,404400,0.929227941,656454,1,15078,2730,0,2.5,4,9,1997,0,0,108000,441000,98019,FALSE
23340,28/10/2008,614950,8568020040,Single Family,01/10/2008,390600,0.897518382,685167,1,15078,2730,0,2.5,4,9,1997,0,0,108000,441000,98019,FALSE
23341,09/05/2012,466000,8568020210,Single Family,01/05/2012,318000,0.730698529,637746,1,14567,2900,0,2.5,4,9,1999,0,0,108000,445000,98019,FALSE
23342,03/01/2006,605000,8568030240,Single Family,01/01/2006,383200,0.880514706,687098,1,18193,2940,0,2.5,4,9,1997,0,0,114000,468000,98019,FALSE
23344,06/03/2006,443950,8568040030,Single Family,01/03/2006,392100,0.900965074,492749,1,47045,1900,0,2.5,3,9,1997,0,0,117000,368000,98019,FALSE
23345,19/12/2008,550000,8569900046,Single Family,01/12/2008,381600,0.876838235,627254,1,2350,1540,0,2,4,8,1915,0,0,312000,352000,98119,FALSE
23346,01/10/2007,650000,8569900055,Single Family,01/10/2007,431300,0.991038603,655878,1,6000,1610,0,1.5,3,8,1907,0,0,562000,203000,98119,FALSE
23347,15/11/2006,325000,8570900038,Single Family,01/11/2006,421200,0.967830882,335802,1,11620,1140,0,2,3,7,1994,0,0,127000,150000,98045,FALSE
23348,17/04/2006,215000,8570900165,Single Family,01/04/2006,396500,0.911075368,235985,1,8575,1260,0,1,3,5,1929,0,2,93000,95000,98045,FALSE
23349,01/04/2010,256450,8570900321,Single Family,01/04/2010,349100,0.802159926,319699,1,11295,980,0,1.5,2,6,1912,0,0,127000,101000,98045,FALSE
23351,27/07/2007,372000,8576400120,Single Family,01/07/2007,434200,0.997702206,372857,1,14450,1940,480,2.75,4,8,1961,0,0,188000,272000,98166,FALSE
23352,01/10/2009,212000,8581200030,Single Family,01/10/2009,351200,0.806985294,262706,1,9100,1220,0,2,4,7,1970,0,0,58000,136000,98023,FALSE
23353,27/01/2006,295000,8581200190,Single Family,01/01/2006,383200,0.880514706,335031,1,7140,1690,600,2.25,3,7,1977,0,0,58000,136000,98023,FALSE
23354,10/07/2006,220000,8581400270,Single Family,01/07/2006,407700,0.936810662,234839,1,4194,2120,860,2.5,3,6,1914,0,0,61000,132000,98002,FALSE
23355,22/10/2007,232000,8581400360,Single Family,01/10/2007,431300,0.991038603,234098,1,8382,860,0,1,3,5,1913,0,0,68000,70000,98002,FALSE
23356,02/04/2007,253000,8581400400,Single Family,01/04/2007,430900,0.990119485,255525,1,5333,1170,0,1,2,6,1916,0,1,61000,100000,98002,FALSE
23357,22/10/2008,192000,8581400400,Single Family,01/10/2008,390600,0.897518382,213923,1,5333,1170,0,1,2,6,1916,0,1,61000,100000,98002,FALSE
23358,10/04/2006,323000,8581900040,Single Family,01/04/2006,396500,0.911075368,354526,1,7516,1800,780,2,4,7,1984,0,0,95000,161000,98031,FALSE
23359,06/09/2011,522000,8582010290,Single Family,01/09/2011,312000,0.716911765,728123,1,9218,2300,0,2.5,3,9,1998,0,0,264000,446000,98027,FALSE
23360,24/05/2010,445000,8584400090,Single Family,01/05/2010,347800,0.799172794,556826,1,3243,1020,0,1.75,3,7,1922,0,0,229000,304000,98103,FALSE
23364,07/03/2006,264950,8588000165,Single Family,01/03/2006,392100,0.900965074,294074,1,10838,1860,0,1.5,4,7,1955,0,0,60000,170000,98003,FALSE
23365,24/10/2006,515000,8589100130,Single Family,01/10/2006,418300,0.961167279,535807,1,8760,2110,540,2.25,3,8,1989,0,0,230000,215000,98056,FALSE
23366,02/10/2008,411653,8593900020,Single Family,01/10/2008,390600,0.897518382,458657,1,8600,1560,470,2.25,4,7,1963,0,0,98000,222000,98198,FALSE
23367,05/07/2007,389500,8595700060,Multiplex,01/07/2007,434200,0.997702206,390397,2,8306,2840,0,5,6,6,1986,0,3,60000,215000,98002,FALSE
23368,01/09/2006,362000,8595900020,Single Family,01/09/2006,414800,0.953125,379803,1,5760,1180,400,1.75,2,6,1947,0,0,221000,163000,98116,FALSE
23369,21/12/2012,219500,8598200070,Townhouse,01/12/2012,339400,0.779871324,281457,1,2229,1420,0,2.5,2,7,2004,0,0,120000,156000,98059,FALSE
23370,25/05/2010,319000,8598900125,Single Family,01/05/2010,347800,0.799172794,399163,1,8028,1800,600,2.5,3,7,1967,0,0,151000,204000,98177,FALSE
23371,09/12/2008,561500,8604900375,Single Family,01/12/2008,381600,0.876838235,640369,1,7500,1800,0,1.75,5,8,1908,0,0,233000,415000,98115,FALSE
23372,18/05/2010,395000,8605900110,Single Family,01/05/2010,347800,0.799172794,494261,1,3000,930,0,1,2,7,1909,0,0,209000,258000,98107,FALSE
23373,12/10/2009,378500,8608900185,Single Family,01/10/2009,351200,0.806985294,469030,1,5850,1600,800,1.75,2,7,1944,0,0,221000,219000,98116,FALSE
23374,14/02/2006,425500,8615800076,Townhouse,01/02/2006,387600,0.890625,477754,1,1362,1300,220,2.5,2,8,2005,0,2,99000,322000,98105,TRUE
23375,21/02/2006,374500,8615800078,Townhouse,01/02/2006,387600,0.890625,420491,1,1311,1320,220,2.5,2,8,2005,0,0,127000,351000,98105,TRUE
23376,28/12/2006,635000,8615800105,Multiplex,01/12/2006,423400,0.972886029,652697,2,3854,2700,500,2.75,4,7,1906,0,0,330000,337000,98105,FALSE
23377,25/04/2008,410000,8615800145,Townhouse,01/04/2008,411700,0.946001838,433403,1,1266,1450,0,2.5,2,8,1999,0,2,99000,334000,98105,FALSE
23378,01/06/2010,346000,8615800151,Townhouse,01/06/2010,345800,0.794577206,435452,1,856,1290,0,2.25,2,8,1999,0,0,135000,340000,98105,FALSE
